Food_code,Main_food_description,Protein,Total Fat,Carbohydrates,Energy,Alcohol,Water,Caffeine,Theobromine,Sugar,Fiber,Calcium,Iron,Magnesium,Phosphorous,Potassium,Sodium,Zinc,Copper,Selenium,Retinol,Vitamin A,"Carotene, Beta","Carotene, Alpha",Vitamin E,Vitamin D,"Cryptoxanthin, beta",Lycopene,Lutein + zeaxanthin,Vitamin C,Thiamin,Riboflavin,Niacin,VitaminB6,"Folate, Total",Vitamin B-12,"Choline, Total",Vitamin K,Folic Acid,"Folate, Food","Folate, DFE","Vitamin E, added",VitaminB12a,Cholestrol,FattyAcids,607,608,609,610,611,612,613,614,617,618,619,620,621,626,627,628,629,630,631,645,646,Color,MODCODE,DESCRIPTION,F_CITMLB,F_OTHER,F_JUICE,F_TOTAL,V_DRKGR,V_REDOR_TOMATO,V_REDOR_OTHER,V_REDOR_TOTAL,V_STARCHY_POTATO,V_STARCHY_OTHER,V_STARCHY_TOTAL,V_OTHER,V_TOTAL,V_LEGUMES,G_WHOLE,G_REFINED,G_TOTAL,PF_MEAT,PF_CUREDMEAT,PF_ORGAN,PF_POULT,PF_SEAFD_HI,PF_SEAFD_LOW,PF_MPS_TOTAL,PF_EGGS,PF_SOY,PF_NUTSDS,PF_LEGUMES,PF_TOTAL,D_MILK,D_YOGURT,D_CHEESE,D_TOTAL,OILS,SOLID_FATS,ADD_SUGARS,A_DRINKS
11000000,"Milk, human",1.03,4.38,6.89,70,0,87.5,0,0,6.89,0,32,0.03,3,14,51,17,0.17,0.052,1.8,60,61,7,0,0.08,0.1,0,0,0,5,0.014,0.036,0.177,0.011,5,0.05,16,0.3,0,5,5,0,0,14,2.009,0,0,0,0.063,0.256,0.321,0.919,0.293,1.475,0.374,0.052,0.026,0,0.129,0,0.04,0,0,0,1.658,0.497,#faebd7,0,"Milk, human",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11100000,"Milk, NFS",3.28,1.91,4.85,50,0,89.25,0,0,5.08,0,119,0.03,11,91,142,44,0.43,0.014,3.1,53,54,4,0,0.04,1.2,0,0,0,0.1,0.04,0.18,0.092,0.037,5,0.49,15.8,0.2,0,5,5,0,0,7,1.154,0.057,0.041,0.033,0.046,0.049,0.173,0.513,0.225,0.483,0.065,0.027,0,0,0.013,0,0.001,0,0,0,0.507,0.094,#faebd7,0,"Milk, NFS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,1.3,0,0
11111000,"Milk, whole",3.15,3.25,4.8,61,0,88.13,0,0,5.05,0,113,0.03,10,84,132,43,0.37,0.025,3.7,45,46,7,0,0.07,1.3,0,0,0,0,0.046,0.169,0.089,0.036,5,0.45,14.3,0.3,0,5,5,0,0,10,1.865,0.075,0.075,0.075,0.075,0.077,0.297,0.829,0.365,0.812,0.12,0.075,0,0,0,0,0,0,0,0,0.812,0.195,#faebd7,0,"Milk, cow's, fluid, whole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,2.64,0,0
11111100,"Milk, low sodium, whole",3.1,3.46,4.46,61,0,88.2,0,0,4.46,0,101,0.05,5,86,253,3,0.38,0.01,2,28,29,7,0,0.08,1.3,0,0,0,0.9,0.02,0.105,0.043,0.034,5,0.36,16,0.3,0,5,5,0,0,14,2.154,0.112,0.066,0.039,0.087,0.097,0.348,0.91,0.419,0.87,0.078,0.05,0,0,0.077,0,0,0,0,0,0.999,0.128,#faebd7,0,"Milk, cow's, fluid, whole, low-sodium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,2.85,0,0
11111150,"Milk, calcium fortified, whole",3.15,3.25,4.8,61,0,88.13,0,0,5.05,0,113,0.03,10,84,132,43,0.37,0.025,3.7,45,46,7,0,0.07,1.3,0,0,0,0,0.046,0.169,0.089,0.036,5,0.45,14.3,0.3,0,5,5,0,0,10,1.865,0.075,0.075,0.075,0.075,0.077,0.297,0.829,0.365,0.812,0.12,0.075,0,0,0,0,0,0,0,0,0.812,0.195,#faebd7,0,"Milk, calcium fortified, cow's, fluid, whole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,2.64,0,0
11111160,"Milk, calcium fortified, low fat (1%)",3.37,0.97,4.99,42,0,89.92,0,0,5.2,0,125,0.03,11,95,150,44,0.42,0.01,3.3,58,58,2,0,0.01,1.2,0,0,0,0,0.02,0.185,0.093,0.037,5,0.47,17.7,0.1,0,5,5,0,0,5,0.633,0.024,0.018,0.013,0.027,0.029,0.091,0.287,0.126,0.25,0.03,0.004,0,0,0.017,0,0,0,0,0,0.277,0.035,#faebd7,0,"Milk, calcium fortified, cow's, fluid, 1% fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,0.36,0,0
11111170,"Milk, calcium fortified, fat free (skim)",3.4,0.18,4.85,35,0,90.8,0,0,4.85,0,204,0.04,11,101,166,52,0.4,0.011,2.1,137,137,0,0,0.01,1.2,0,0,0,1,0.036,0.14,0.088,0.04,5,0.38,16,0,0,5,5,0,0,2,0.117,0.009,0.001,0.002,0.004,0.003,0.017,0.053,0.019,0.038,0.005,0.002,0,0,0.007,0,0,0,0,0,0.047,0.007,#faebd7,0,"Milk, calcium fortified, cow's, fluid, skim or nonfat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,0,0,0
11112110,"Milk, reduced fat (2%)",3.3,1.98,4.8,50,0,89.21,0,0,5.06,0,120,0.02,11,92,140,47,0.48,0.006,2.5,55,55,4,0,0.03,1.2,0,0,0,0.2,0.039,0.185,0.092,0.038,5,0.53,16.4,0.2,0,5,5,0,0,8,1.257,0.077,0.04,0.02,0.049,0.055,0.175,0.558,0.243,0.508,0.062,0.008,0,0,0.027,0,0.002,0,0,0,0.56,0.073,#faebd7,0,"Milk, cow's, fluid, 2% fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,1.37,0,0
11112120,"Milk, acidophilus, low fat (1%)",3.37,0.97,4.99,42,0,89.92,0,0,5.2,0,125,0.03,11,95,150,44,0.42,0.01,3.3,58,58,2,0,0.01,1.2,0,0,0,0,0.02,0.185,0.093,0.037,5,0.47,17.7,0.1,0,5,5,0,0,5,0.633,0.024,0.018,0.013,0.027,0.029,0.091,0.287,0.126,0.25,0.03,0.004,0,0,0.017,0,0,0,0,0,0.277,0.035,#faebd7,0,"Milk, cow's, fluid, acidophilus, 1% fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,0.36,0,0
11112130,"Milk, acidophilus, reduced fat (2%)",3.3,1.98,4.8,50,0,89.21,0,0,5.06,0,120,0.02,11,92,140,47,0.48,0.006,2.5,55,55,4,0,0.03,1.2,0,0,0,0.2,0.039,0.185,0.092,0.038,5,0.53,16.4,0.2,0,5,5,0,0,8,1.257,0.077,0.04,0.02,0.049,0.055,0.175,0.558,0.243,0.508,0.062,0.008,0,0,0.027,0,0.002,0,0,0,0.56,0.073,#faebd7,0,"Milk, cow's, fluid, acidophilus, 2% fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,1.37,0,0
11112210,"Milk, low fat (1%)",3.37,0.97,4.99,42,0,89.92,0,0,5.2,0,125,0.03,11,95,150,44,0.42,0.01,3.3,58,58,2,0,0.01,1.2,0,0,0,0,0.02,0.185,0.093,0.037,5,0.47,17.7,0.1,0,5,5,0,0,5,0.633,0.024,0.018,0.013,0.027,0.029,0.091,0.287,0.126,0.25,0.03,0.004,0,0,0.017,0,0,0,0,0,0.277,0.035,#faebd7,0,"Milk, cow's, fluid, 1% fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,0.36,0,0
11113000,"Milk, fat free (skim)",3.37,0.08,4.96,34,0,90.84,0,0,5.09,0,122,0.03,11,101,156,42,0.42,0.013,3.1,61,61,0,0,0.01,1.2,0,0,0,0,0.045,0.182,0.094,0.037,5,0.5,15.6,0,0,5,5,0,0,2,0.056,0.004,0,0.001,0.002,0.001,0.008,0.025,0.009,0.018,0.002,0.001,0,0,0.003,0,0,0,0,0,0.022,0.003,#faebd7,0,"Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,0,0,0
11114300,"Milk, lactose free, low fat (1%)",3.37,0.97,4.99,42,0,89.92,0,0,5.2,0,125,0.03,11,95,150,44,0.42,0.01,3.3,58,58,2,0,0.01,1.2,0,0,0,0,0.02,0.185,0.093,0.037,5,0.47,17.7,0.1,0,5,5,0,0,5,0.633,0.024,0.018,0.013,0.027,0.029,0.091,0.287,0.126,0.25,0.03,0.004,0,0,0.017,0,0,0,0,0,0.277,0.035,#faebd7,0,"Milk, cow's, fluid, lactose reduced, 1% fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,0.36,0,0
11114320,"Milk, lactose free, fat free (skim)",3.37,0.08,4.96,34,0,90.84,0,0,5.09,0,122,0.03,11,101,156,42,0.42,0.013,3.1,61,61,0,0,0.01,1.2,0,0,0,0,0.045,0.182,0.094,0.037,5,0.5,15.6,0,0,5,5,0,0,2,0.056,0.004,0,0.001,0.002,0.001,0.008,0.025,0.009,0.018,0.002,0.001,0,0,0.003,0,0,0,0,0,0.022,0.003,#faebd7,0,"Milk, cow's, fluid, lactose reduced, nonfat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,0,0,0
11114330,"Milk, lactose free, reduced fat (2%)",3.3,1.98,4.8,50,0,89.21,0,0,5.06,0,120,0.02,11,92,140,47,0.48,0.006,2.5,55,55,4,0,0.03,1.2,0,0,0,0.2,0.039,0.185,0.092,0.038,5,0.53,16.4,0.2,0,5,5,0,0,8,1.257,0.077,0.04,0.02,0.049,0.055,0.175,0.558,0.243,0.508,0.062,0.008,0,0,0.027,0,0.002,0,0,0,0.56,0.073,#faebd7,0,"Milk, cow's, fluid, lactose reduced, 2% fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,1.37,0,0
11114350,"Milk, lactose free, whole",3.15,3.25,4.8,61,0,88.13,0,0,5.05,0,113,0.03,10,84,132,43,0.37,0.025,3.7,45,46,7,0,0.07,1.3,0,0,0,0,0.046,0.169,0.089,0.036,5,0.45,14.3,0.3,0,5,5,0,0,10,1.865,0.075,0.075,0.075,0.075,0.077,0.297,0.829,0.365,0.812,0.12,0.075,0,0,0,0,0,0,0,0,0.812,0.195,#faebd7,0,"Milk, cow's, fluid, lactose reduced, whole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,2.64,0,0
11115000,"Buttermilk, fat free (skim)",3.31,0.88,4.79,40,0,90.13,0,0,4.79,0,116,0.05,11,89,151,190,0.42,0.011,2,13,14,1,0,0.05,0,0,0,0,1,0.034,0.154,0.058,0.034,5,0.22,17.7,0.1,0,5,5,0,0,4,0.548,0.029,0.017,0.01,0.022,0.025,0.089,0.231,0.107,0.221,0.02,0.013,0,0,0.02,0,0,0,0,0,0.254,0.033,#faebd7,0,"Buttermilk, fluid, nonfat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,0.27,0,0
11115100,"Buttermilk, low fat (1%)",3.31,0.88,4.79,40,0,90.13,0,0,4.79,0,116,0.05,11,89,151,190,0.42,0.011,2,13,14,1,0,0.05,0,0,0,0,1,0.034,0.154,0.058,0.034,5,0.22,17.7,0.1,0,5,5,0,0,4,0.548,0.029,0.017,0.01,0.022,0.025,0.089,0.231,0.107,0.221,0.02,0.013,0,0,0.02,0,0,0,0,0,0.254,0.033,#faebd7,0,"Buttermilk, fluid, 1% fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,0.27,0,0
11115200,"Buttermilk, reduced fat (2%)",4.1,2,5.3,56,0,87.7,0,0,5.3,0,143,0.06,13,82,180,105,0.24,0.008,2.3,16,16,3,0,0.11,0,0,0,0,1.5,0.05,0.21,0.1,0.03,6,0.37,16,0.1,0,6,6,0,0,8,1.242,0.061,0.04,0.02,0.051,0.061,0.202,0.525,0.242,0.505,0.04,0.03,0,0,0.04,0,0,0,0,0,0.576,0.071,#faebd7,0,"Buttermilk, fluid, 2% fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,1.39,0,0
11115300,"Buttermilk, whole",3.21,3.31,4.88,62,0,87.91,0,0,4.88,0,115,0.03,10,85,135,105,0.38,0.025,3.7,46,47,7,0,0.07,1.3,0,0,0,0,0.047,0.172,0.09,0.036,5,0.46,14.6,0.3,0,5,5,0,0,11,1.899,0.076,0.076,0.076,0.076,0.078,0.302,0.844,0.371,0.827,0.122,0.076,0,0,0,0,0,0,0,0,0.827,0.198,#faebd7,0,"Buttermilk, fluid, whole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,2.7,0,0
11116000,"Goat's milk, whole",3.56,4.14,4.45,69,0,87.03,0,0,4.45,0,134,0.05,14,111,204,50,0.3,0.046,1.4,56,57,7,0,0.07,1.3,0,0,0,1.3,0.048,0.138,0.277,0.046,1,0.07,16,0.3,0,1,1,0,0,11,2.667,0.128,0.094,0.096,0.26,0.124,0.325,0.911,0.441,0.977,0.109,0.04,0,0,0.082,0,0,0,0,0,1.109,0.149,#faebd7,0,"Milk, goat's, fluid, whole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,3.53,0,0
11120000,"Milk, dry, reconstituted, NS as to fat content",3.1,0.06,4.62,32,0,91.41,0,0,4.62,0,112,0.03,11,87,151,52,0.4,0.013,2.4,63,63,0,0,0,1,0,0,0,0.5,0.037,0.154,0.079,0.031,4,0.35,14.8,0,0,4,4,0,0,2,0.041,0.002,0.001,0.001,0.002,0.001,0.007,0.019,0.007,0.014,0.002,0.001,0,0,0.002,0,0,0,0,0,0.017,0.002,#faebd7,0,"Milk, dry, reconstituted, NFS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,0,0,0
11121100,"Milk, dry, reconstituted, whole",4.01,4.08,5.86,76,0,85.04,0,0,5.86,0,142,0.07,14,118,203,60,0.52,0.021,2.5,39,39,8,0,0.09,1.6,0,0,0,1.3,0.043,0.184,0.099,0.046,6,0.5,18.2,0.3,0,6,6,0,0,15,2.554,0.132,0.037,0.041,0.091,0.094,0.43,1.147,0.435,0.945,0.07,0.031,0,0,0.182,0,0,0,0,0,1.209,0.101,#faebd7,0,"Milk, dry, reconstituted, whole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,2.68,0,0
11121210,"Milk, dry, reconstituted, low fat (1%)",3.08,1.01,4.57,40,0,90.54,0,0,4.57,0,111,0.03,11,86,149,52,0.4,0.013,2.4,70,70,2,0,0.03,1,0,0,0,0.5,0.036,0.153,0.078,0.03,4,0.35,14.9,0.1,0,4,4,0,0,4,0.631,0.033,0.019,0.011,0.025,0.028,0.102,0.268,0.122,0.252,0.023,0.015,0,0,0.023,0,0,0,0,0,0.29,0.038,#faebd7,0,"Milk, dry, reconstituted, lowfat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,0.45,0,0
11121300,"Milk, dry, reconstituted, fat free (skim)",3.1,0.06,4.62,32,0,91.41,0,0,4.62,0,112,0.03,11,87,151,52,0.4,0.013,2.4,63,63,0,0,0,1,0,0,0,0.5,0.037,0.154,0.079,0.031,4,0.35,14.8,0,0,4,4,0,0,2,0.041,0.002,0.001,0.001,0.002,0.001,0.007,0.019,0.007,0.014,0.002,0.001,0,0,0.002,0,0,0,0,0,0.017,0.002,#faebd7,0,"Milk, dry, reconstituted, nonfat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,0,0,0
11210050,"Milk, evaporated, NS as to fat content",6.81,7.56,10.04,134,0,74.04,0,0,10.04,0,261,0.19,24,203,303,106,0.77,0.016,2.3,64,65,12,0,0.14,2,0,0,0,1.9,0.047,0.316,0.194,0.05,8,0.16,31.8,0.5,0,8,8,0,0,29,4.591,0.195,0.134,0.054,0.11,0.161,0.733,2.027,0.921,2.101,0.167,0.078,0,0,0.159,0,0,0,0,0,2.335,0.245,#faebd7,0,"Milk, evaporated, NS as to fat content (formerly NS as to dilution, used in coffee or tea, assume undiluted)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.8,0,6.36,0,0
11211050,"Milk, evaporated, whole",6.81,7.56,10.04,134,0,74.04,0,0,10.04,0,261,0.19,24,203,303,106,0.77,0.016,2.3,64,65,12,0,0.14,2,0,0,0,1.9,0.047,0.316,0.194,0.05,8,0.16,31.8,0.5,0,8,8,0,0,29,4.591,0.195,0.134,0.054,0.11,0.161,0.733,2.027,0.921,2.101,0.167,0.078,0,0,0.159,0,0,0,0,0,2.335,0.245,#faebd7,0,"Milk, evaporated, whole (formerly NS as to dilution, used in coffee or tea)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.8,0,6.36,0,0
11211400,"Milk, evaporated, reduced fat (2%)",7.42,1.96,11.15,92,0,78,0,0,11.15,0,285,0.28,27,192,326,113,0.88,0.016,2.5,130,131,3,0,0.05,2,0,0,0,1.2,0.044,0.304,0.171,0.054,9,0.24,25.1,0.2,0,9,9,0,0,8,1.214,0.062,0.038,0.021,0.047,0.053,0.196,0.516,0.237,0.498,0.044,0.028,0,0,0.043,0,0,0,0,0,0.569,0.071,#faebd7,0,"Milk, evaporated, 2% fat (formerly NS as to dilution)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.8,0,0.76,0,0
11212050,"Milk, evaporated, fat free (skim)",7.55,0.2,11.35,78,0,79.4,0,0,11.35,0,290,0.29,27,195,332,115,0.9,0.016,2.5,118,118,0,0,0,2,0,0,0,1.2,0.045,0.309,0.174,0.055,9,0.24,25.2,0,0,9,9,0,0,4,0.121,0.005,0.004,0.001,0.003,0.004,0.019,0.054,0.024,0.056,0.004,0.002,0,0,0.004,0,0,0,0,0,0.062,0.006,#faebd7,0,"Milk, evaporated, skim (formerly NS as to dilution, used in coffee or tea)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.8,0,0,0,0
11220000,"Milk, condensed, sweetened",7.91,8.7,54.4,321,0,27.16,0,0,54.4,0,284,0.19,26,253,371,127,0.94,0.015,14.8,73,74,14,0,0.16,0.2,0,0,0,2.6,0.09,0.416,0.21,0.051,11,0.44,89.1,0.6,0,11,11,0,0,34,5.486,0.282,0.167,0.097,0.073,0.18,0.783,2.396,1.209,2.188,0.216,0.121,0,0,0.137,0,0,0,0,0,2.427,0.337,#faebd7,0,"Milk, condensed, sweetened (formerly NS as to dilution)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.4,0,8.1,11.71,0
11320000,Soy milk,2.6,1.47,4.92,43,0,90.36,0,0,3.65,0.2,123,0.42,15,43,122,47,0.26,0.165,2.3,55,55,2,0,0.11,1.1,0,0,0,0,0.029,0.184,0.425,0.031,9,0.85,23.6,3,0,9,9,0,0.85,0,0.205,0,0,0,0,0,0,0.15,0.05,0.31,0.584,0.075,0,0,0,0,0.01,0,0,0,0.382,0.858,#faebd7,0,"Milk, soy, ready-to-drink, not baby's",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0.87,0,0.78,0
11320100,"Soy milk, light",2.38,0.77,3.51,30,0,92.69,0,0,2.61,0.3,123,0.43,15,87,117,48,0.23,0.086,2.3,61,61,1,0,0.06,1.2,0,0,0,0,0.037,0.201,0.222,0.016,9,1,12.3,1.6,0,9,9,0,1,0,0.005,0,0,0,0,0,0,0.004,0.001,0.196,0.378,0.049,0,0,0,0,0.006,0,0,0,0.202,0.426,#faebd7,0,"Milk, soy, light, ready-to-drink, not baby's",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0.16,0,0.53,0
11320200,"Soy milk, nonfat",2.47,0.04,4.14,28,0,92.67,0,0,3.65,0.2,116,0.35,10,87,105,57,0.1,0.125,1.8,61,61,1,0,0.08,1,0,0,0,0,0.022,0.174,0.323,0.024,7,0.23,17.9,2.3,0,7,7,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0.032,0.004,0,0,0,0,0,0,0,0,0,0.036,#faebd7,0,"Milk, soy, nonfat, ready-to-drink, not baby's",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,0,0.77,0
11321000,"Soy milk, chocolate",2.26,1.53,9.95,63,0,85.61,2,23,7.86,0.4,121,0.48,15,51,143,53,0.34,0.206,4.8,66,66,2,0,0.1,1,0,0,0,1.7,0.022,0.262,0.513,0.077,11,0.66,23.6,3,0,11,11,0,0.66,0,0.24,0,0,0,0,0,0,0.15,0.05,0.31,0.584,0.075,0,0,0,0,0.01,0,0,0,0.379,0.836,#faebd7,0,"Milk, soy, ready-to-drink, not baby's, chocolate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0.92,0,1.78,0
11321100,"Soy milk, light, chocolate",2.1,0.64,8.24,47,0,88.38,2,19,7.13,0.7,123,0.59,15,87,144,46,0.23,0.199,1.7,61,61,2,0,0.13,1.2,0,0,0,0,0.037,0.201,0.512,0.037,9,1,28.4,3.6,0,9,9,0,1,0,0.032,0,0,0,0,0,0,0.024,0.008,0.035,0.358,0.046,0,0,0,0,0.001,0,0,0,0.037,0.405,#faebd7,0,"Milk, soy, light, ready-to-drink, not baby's, chocolate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,0,1.6,0
11321200,"Soy milk, nonfat, chocolate",2.47,0.04,8.51,44,0,88.38,2,19,3.65,0.2,116,0.35,10,87,105,57,0.1,0.199,1.7,61,61,2,0,0.13,1,0,0,0,0,0.037,0.174,0.512,0.037,7,0.23,28.4,3.6,0,7,7,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0.032,0.004,0,0,0,0,0,0,0,0,0,0.036,#faebd7,0,"Milk, soy, nonfat, ready-to-drink, not baby's, chocolate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,0,0.77,0
11340000,"Imitation milk, non-soy, sweetened",1.6,2,5.3,46,0,90,0,0,5.3,0,82,0.1,1,100,150,55,0.1,0.02,1.8,61,61,0,0,0,1.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.254,0,0,0,0,0,0,0.218,0.036,0.484,1.16,0.014,0,0,0,0,0,0,0,0,0.484,1.174,#faebd7,0,"Milk, imitation, fluid, non-soy, sweetened, flavors other than chocolate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.26,0
11350000,"Almond milk, sweetened",0.42,1.04,6.59,38,0,91.8,0,0,6.25,0.4,188,0.3,7,8,50,63,0.63,0.017,0.1,63,63,0,0,2.81,1,0,0,0,0,0.015,0.177,0.075,0.003,1,0,1,0,0,1,1,2.81,0,0,0,0,0,0,0,0,0,0,0,0.619,0.208,0,0,0,0.005,0,0,0,0,0,0.625,0.208,#faebd7,0,"Milk, almond, ready-to-drink",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.14,0,0,0,0,0.63,0,1.42,0
11350010,"Almond milk, sweetened, chocolate",0.63,1.25,9.38,50,0,88.43,0,4,8.75,0.4,188,0.53,12,19,75,71,0.63,0.067,0.2,62,63,0,0,2.81,1,0,0,0,0,0.022,0.177,0.103,0.006,1,0,2,0,0,1,1,2.81,0,0,0,0,0,0,0,0,0,0,0,0.619,0.208,0,0,0,0.005,0,0,0,0,0,0.625,0.208,#faebd7,0,"Milk, almond, ready-to-drink, chocolate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.14,0,0,0,0,0.63,0.14,1.89,0
11410000,"Yogurt, NS as to type of milk or flavor",3.98,1.15,18.64,99,0,75.3,0,0,18.64,0,138,0.06,13,109,177,53,0.67,0.079,2.8,11,11,2,0,0.02,0.6,0,0,0,0.6,0.034,0.162,0.086,0.037,9,0.43,15.2,0.1,0,9,9,0,0,5,0.742,0.034,0.023,0.015,0.033,0.039,0.121,0.313,0.112,0.263,0.023,0.01,0,0,0.025,0,0,0,0,0,0.316,0.033,#faebd7,0,"Yogurt, NS as to type of milk or flavor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.36,0,0.54,2.77,0
11411010,"Yogurt, plain, NS as to type of milk",5.25,1.55,7.04,63,0,85.07,0,0,7.04,0,183,0.08,17,144,234,70,0.89,0.013,3.3,14,14,2,0,0.03,0,0,0,0,0.8,0.044,0.214,0.114,0.049,11,0.56,15.2,0.2,0,11,11,0,0,6,1,0.046,0.032,0.02,0.044,0.053,0.163,0.422,0.151,0.354,0.031,0.013,0,0,0.034,0,0,0,0,0,0.426,0.044,#faebd7,0,"Yogurt, plain, NS as to type of milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.41,0,0.94,0,0
